-,-,-,-,-,-,-,-,habitante,habitante,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,habitante,1.000 m³/ano,1.000 m³/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano
cod_munip,nome_munip,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,"amostra_turbidez_irregular",amostra_coliformes,amostra_coliformes_irregular
315760,Rio Novo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.964,6.695,"537,45","537,45",0,"537,45",,,,2.037,1,2.398,27,237,3
315765,Rio Paranaíba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.356,7.642,"672,54","672,54",0,"672,54",,,,1.921,0,1.923,0,240,2
315770,Rio Pardo de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,31.171,11.033,"596,68","596,68",0,"596,68",4.192,"127,63","127,63",6.148,0,6.150,14,247,7
315780,Rio Piracicaba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,14.325,10.589,"983,25","920,39","62,86","983,25",,,,8.286,0,8.198,135,410,4
315790,Rio Pomba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,18.007,14.253,"1.223,90","1.223,90",0,"1.223,90",,,,4.445,1,4.378,0,425,4
315800,Rio Preto,31559011,Prefeitura Municipal de Rio Preto,PMRP,Local,Administração pública direta,Água,5.493,5.000,795,750,0,0,,,,0,0,0,0,108,0
315810,Rio Vermelho,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.635,4.950,"256,85","256,85",0,"256,85",,,,3.831,0,3.828,14,199,0
315820,Ritápolis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.521,3.265,"274,37","274,37",0,"274,37",,,,2.844,0,2.837,0,160,0
315920,Rochedo de Minas,31562011,Prefeitura Municipal de Rochedo de Minas,PMRM,Local,Administração pública direta,Água e Esgoto,2.335,2.100,420,420,0,420,2.100,350,0,6,6,4,0,4,4
315940,Rodeiro,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.333,6.357,"520,94","260,47","260,47","520,94",,,,2.014,0,1.981,1,196,6
315935,Rosário da Limeira,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.648,2.476,"144,34","144,34",0,"144,34",,,,3.796,0,3.803,0,126,0
315950,Rubelita,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,5.609,3.560,"235,2","171,02","64,18","235,2",1.210,"46,11","46,11",7.140,1,7.001,1,677,1
315960,Rubim,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,10.269,6.627,"323,54","323,54",0,"323,54",,,,2.339,0,2.337,0,184,0
315980,Sabará,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,137.877,105.627,"15.054,05","7.527,03","7.527,02","15.054,05",86.899,"3.552,41",0,11.628,3,11.575,2,1.442,90
315830,Sabinópolis,31568011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,15.364,9.917,"1.140,90","1.140,90",0,"1.140,90",6.827,667,0,3.979,41,4.472,518,293,3
315840,Sacramento,31569011,Serviço Autônomo de Água e Esgoto de Sacramento,SAAE,Local,Autarquia,Água e Esgoto,26.556,26.556,"2.373,38","1.055,60","1.317,78","1.317,78",26.556,"1.577,76","1.577,76",9.264,515,9.264,1.720,600,0
315850,Salinas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,41.864,30.502,"2.066,55","2.066,55",0,"2.066,55",24.736,"946,49","926,2",9.350,1,9.350,10,537,3
315870,Salto da Divisa,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.014,5.376,"401,28","401,28",0,"401,28",,,,2.473,1,2.472,1,138,1
315880,Santa Bárbara,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,31.873,23.175,"1.862,66","620,89","1.241,77","1.862,66",,,,13.579,2,13.480,4,452,2
315890,Santa Bárbara do Leste,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.212,4.232,"200,47","200,47",0,"200,47",,,,2.098,19,2.099,9,99,0
315895,Santa Bárbara do Tugúrio,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.385,2.084,"126,9","126,9",0,"126,9",,,,1.686,1,1.668,0,126,0
315900,Santa Cruz de Minas,31573311,Prefeitura Municipal de Santa Cruz de Minas,PMSCM,Local,Administração pública direta,Água e Esgoto,8.723,8.723,"1.063,66","1.063,66",0,"1.063,66",8.723,"904,11",0,204,0,204,3,204,1
315910,Santa Cruz de Salinas,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,4.074,1.745,"153,52","105,63","47,89","153,52",1.066,"40,97","40,97",3.528,0,3.529,58,621,0
315990,Santa Cruz do Escalvado,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.693,1.323,"88,14","88,14",0,"88,14",,,,458,0,458,0,93,0
316000,Santa Efigênia de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.354,2.565,"142,64","142,64",0,"142,64",,,,2.549,8,2.524,270,126,0
316010,Santa Fé de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.806,1.935,"128,53","128,53",0,"128,53",,,,1.172,0,1.172,1,143,0
316020,Santa Helena de Minas,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,6.406,3.268,"173,52","172,56",0,"172,56",3.268,"94,67","94,67",4.522,2,4.523,4,201,0
316030,Santa Juliana,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,14.497,11.286,"1.033,29",0,"1.033,29","1.033,29",,,,651,0,646,0,286,5
316040,Santa Luzia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,221.705,169.077,"21.875,69","14.583,79","7.291,90","21.875,69",150.705,"6.096,57","5.163,78",7.048,0,7.051,11,1.829,11
316045,Santa Margarida,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,16.393,8.182,"502,14","275,53","226,61","502,14",,,,5.591,0,5.591,1,261,14
316060,Santa Maria de Itabira,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,10.867,5.702,"434,39","434,39",0,"434,39",,,,4.235,0,4.200,2,178,0
316070,Santa Maria do Salto,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,5.203,3.571,"203,96","203,96",0,"203,96",3.205,"134,64",0,4.151,0,4.152,0,96,0
316080,Santa Maria do Suaçuí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,14.607,9.098,"508,11","508,11",0,"508,11",6.567,"218,58",0,6.647,0,6.647,6,445,2
316090,Santa Rita de Caldas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,8.900,5.269,"390,46","390,46",0,"390,46",4.396,"212,47",0,5.148,1,5.144,1,257,2
316095,Santa Rita de Ibitipoca,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.380,1.586,"110,96","110,96",0,"110,96",,,,1.786,1,1.741,2,140,2
316100,Santa Rita de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.322,5.066,"271,02","271,02",0,"271,02",,,,2.363,0,2.363,48,131,1
316105,Santa Rita do Itueto,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.426,2.209,"160,01","160,01",0,"160,01",,,,4.134,13,4.133,68,193,0
316110,Santa Rita do Sapucaí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,44.226,36.387,"2.519,70","2.519,70",0,"2.519,70",35.713,"1.395,09","1.395,09",5.362,1,5.270,2,621,4
316120,Santa Rosa da Serra,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.364,2.072,"205,97","205,97",0,"205,97",,,,4.093,0,4.041,0,267,1
316130,Santa Vitória,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,19.997,16.167,"1.462,66","1.306,03","156,63","1.462,66",,,,5.298,0,4.867,16,517,0
316140,Santana da Vargem,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,7.047,5.311,"308,52","308,52",0,"308,52",5.236,"204,87","163,66",3.164,1,3.148,0,140,1
316150,Santana de Cataguases,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.909,2.975,"199,92","99,96","99,96","199,92",,,,2.366,0,2.376,0,125,1
316160,Santana de Pirapama,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.538,3.313,"251,24",0,"251,24","251,24",,,,791,12,713,15,111,1
316165,Santana do Deserto,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.985,1.467,"109,77",0,"109,77","109,77",,,,1.463,0,1.473,0,125,0
316170,Santana do Garambéu,31587011,Prefeitura Municipal de Santana do Garambéu,PMSG,Local,Administração pública direta,Água e Esgoto,2.494,2.494,157,0,0,0,1.844,37,0,10,0,10,0,10,0
316180,Santana do Jacaré,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.847,4.271,"309,02","309,02",0,"309,02",,,,3.614,0,3.608,1,160,0
316190,Santana do Manhuaçu,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.660,3.240,"245,51","245,51",0,"245,51",,,,2.362,6,2.345,10,105,1
312550,Santana do Paraíso,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,36.048,30.403,"2.645,60","1.322,80","1.322,80","2.645,60",30.403,"1.451,93",0,7.025,1,6.918,0,835,0
316200,Santana do Riacho,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.334,1.698,"371,11","371,11",0,"371,11",,,,2.946,0,2.942,4,221,0
316220,Santana dos Montes,31591011,Prefeitura Municipal de Santana dos Montes,PMSM,Local,Administração pública direta,Água e Esgoto,3.753,3.100,150,0,110,0,2.800,80,0,240,0,240,0,240,0
316225,Santo Antônio do Amparo,31599012,Águas de Santo Antonio do Amparo,ASAP,Local,Empresa privada,Água e Esgoto,18.697,16.371,"1.013,26","776,48","236,78","1.013,26",16.371,553,277,6.260,0,6.260,0,638,0
316230,Santo Antônio do Aventureiro,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.602,2.290,"232,79",0,"232,79","232,79",,,,968,2,984,3,261,4
316240,Santo Antônio do Grama,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.861,3.175,"235,92","235,92",0,"235,92",,,,3.113,0,3.113,130,105,0
316245,Santo Antônio do Itambé,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.763,1.166,"141,83",0,"141,83","141,83",,,,520,0,517,0,154,0
316250,Santo Antônio do Jacinto,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,11.570,6.068,"341,04","341,04",0,"341,04",,,,2.541,1,2.541,2,146,0
316255,Santo Antônio do Monte,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,28.603,23.815,"1.689,19","1.689,19",0,"1.689,19",22.988,"971,2","971,2",8.727,1,8.721,0,473,2
316257,Santo Antônio do Retiro,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,7.316,1.678,"99,76",0,"99,76","99,76",1.456,"47,82","47,82",1.106,0,1.106,0,133,0
316260,Santo Hipólito,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.044,1.953,"171,62",0,"171,62","171,62",,,,840,0,838,0,299,2
316265,Santos Dumont,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,46.357,35.050,"2.676,38","2.676,38",0,"2.676,38",24.555,"945,43",0,5.038,0,4.926,3,714,4
316270,São Bento Abade,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.411,4.646,"230,27","230,27",0,"230,27",,,,3.738,1,3.735,0,117,0
316280,São Brás do Suaçuí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.770,3.322,"292,61","195,07","97,54","292,61",,,,5.192,0,5.190,1,122,0
316290,São Domingos das Dores,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.672,2.331,"130,38","130,38",0,"130,38",,,,2.329,0,2.329,0,97,0
316292,São Domingos do Prata,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,17.296,9.558,"738,34","738,34",0,"738,34",,,,3.686,0,3.650,81,233,0
316294,São Félix de Minas,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,3.354,1.906,"126,59",0,"126,59","126,59",1.906,"77,93",0,281,0,213,21,208,0
316295,São Francisco,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,56.625,32.767,"1.990,87","1.954,90","35,97","1.990,87",17.438,"612,49","612,49",9.575,2,9.575,4,926,7
316300,São Francisco de Paula,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.512,4.728,"246,95","246,95",0,"246,95",,,,3.314,0,3.307,0,166,0
316310,São Francisco de Sales,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.309,4.190,"387,06","193,53","193,53","387,06",,,,3.343,1,3.336,0,129,0
316320,São Francisco do Glória,31614011,Prefeitura Municipal de São Francisco do Glória,PMSFG,Local,Administração pública direta,Água e Esgoto,4.758,2.878,302,"299,98",1,0,1.758,"273,31",0,4.440,105,4.400,329,72,0
316330,São Geraldo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.751,7.261,"564,16","564,16",0,"564,16",,,,1.208,0,1.171,0,182,2
316340,São Geraldo da Piedade,31616011,Prefeitura Municipal de São Geraldo da Piedade,PMSGP,Local,Administração pública direta,Água e Esgoto,3.860,1.200,40,40,0,0,1.200,40,0,3.000,0,3.000,1,300,0
316350,São Geraldo do Baixio,31616511,Prefeitura Municipal de São Geraldo do Baixio,PMSGB,Local,Administração pública direta,Água e Esgoto,4.104,2.850,302,200,0,200,2.700,170,170,12,0,12,0,3,3
316360,São Gonçalo do Abaeté,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,8.527,3.677,"243,98","243,98",0,"243,98",3.469,"146,27","146,27",1.809,0,1.811,0,111,0
316370,São Gonçalo do Pará,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.776,8.345,"574,49","574,49",0,"574,49",,,,3.887,10,3.888,12,217,0
316380,São Gonçalo do Rio Abaixo,31619011,Prefeitura Municipal de São Gonçalo do Rio Abaixo,PMSGRA,Local,Administração pública direta,Água e Esgoto,11.114,11.114,"2.543,50",520,"1.953,96",0,11.114,"1.612,00",0,365,0,12,0,12,0
316390,São Gonçalo do Rio Preto,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,3.178,2.083,"154,66","154,66",0,"154,66",2.083,"52,75",0,4.021,8,4.021,11,231,0
316410,São Gonçalo do Sapucaí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,25.670,19.024,"1.374,77","458,26","916,51","1.374,77",,,,5.859,2,5.844,0,469,0
316400,São Gotardo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,36.084,32.656,"2.923,75","2.923,75",0,"2.923,75",31.398,"1.612,85","791,54",8.311,0,8.311,0,685,1
316420,São João Batista do Glória,31622011,Serviço de Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,7.541,6.125,"661,84","661,84",0,"661,84",6.034,"317,59","317,59",2.793,0,2.793,15,228,0
316430,São João da Lagoa,31622511,Prefeitura Municipal de São João da Lagoa,PMSJL,Local,Administração pública direta,Água,4.949,4.920,260,0,260,0,,,,1.200,10,1.200,0,130,6
316443,São João da Mata,31623011,Prefeitura Municipal de São João da Mata,PMSJ,Local,Administração pública direta,Água e Esgoto,2.743,2.700,250,190,0,0,2.701,100,0,4.380,2,4.596,3,236,2
316447,São João da Ponte,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,25.033,7.216,"473,51",0,"473,51","473,51",2.209,"78,43","74,86",3.728,0,3.415,1,434,0
316450,São João das Missões,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,13.232,2.293,"182,22",0,"182,22","182,22",,,,497,0,504,0,133,0
316460,São João del Rei,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,90.897,12.898,889,889,0,889,11.340,"437,04","434,91",4.134,0,4.122,4,370,0
316480,São João do Manhuaçu,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,11.785,5.210,"274,13","274,13",0,"274,13",4.856,"147,36",0,2.899,1,2.899,0,120,0
316490,São João do Manteninha,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,5.975,2.915,"135,06","133,07",0,"133,06",2.870,"85,32",0,6.041,70,6.046,67,342,1
316500,São João do Oriente,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.393,5.497,"437,38","437,38",0,"437,38",,,,2.799,0,2.752,0,258,0
316510,São João do Pacuí,31626511,Prefeitura Municipal de São João do Pacuí,PMSJP,Local,Administração pública direta,Água,4.476,4.419,501,0,501,340,,,,9,0,9,0,9,0
316530,São João do Paraíso,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,23.797,10.882,"690,72","690,72",0,"690,72",6.560,"229,83","229,83",10.148,1,10.148,13,267,10
316540,São João Evangelista,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,15.761,10.452,"722,25","618,02","104,23","722,25",,,,5.676,1,5.662,1,784,1
316550,São João Nepomuceno,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,26.530,22.596,"2.134,30","1.814,58","319,72","2.134,30",18.027,"814,22",0,9.147,3,9.180,9,1.253,9
316553,São Joaquim de Bicas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,32.696,21.602,"4.296,91","4.296,91",0,"4.296,91",9.072,"585,77","27,22",4.824,0,4.822,0,455,4
316557,São José da Barra,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.532,5.307,"366,51","366,51",0,"366,51",,,,2.478,0,2.450,0,276,0
316560,São José da Lapa,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,24.490,13.191,"3.060,88","1.147,83","1.913,05","3.060,88",13.191,"693,36","693,36",1.778,6,1.779,25,630,14
316570,São José da Safira,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.291,2.564,"146,43","146,43",0,"146,43",,,,3.509,0,3.492,4,141,0
316580,São José da Varginha,31631011,Prefeitura Municipal de São José da Varginha,PMSJV,Local,Administração pública direta,Água e Esgoto,5.151,5.151,"290,84","97,31","193,53","97,31",1.728,"76,08","24,52",4.950,575,5.198,17,264,0
316590,São José do Alegre,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.222,3.069,"230,75",0,"230,75","230,75",,,,497,1,479,0,132,4
316600,São José do Divino,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,3.851,2.562,"125,08","117,89","7,18","105,08",3.203,"76,93","76,93",4.262,114,4.263,129,303,0
316610,São José do Goiabal,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.356,3.630,"220,44",0,"220,44","220,44",,,,888,0,865,0,109,0
316620,São José do Jacuri,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.409,2.036,"141,39","132,51","8,88","141,39",1.606,"64,72",0,3.444,11,3.442,4,338,2
316630,São José do Mantimento,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,2.821,1.528,"126,08","126,08",0,"126,08",,,,2.896,0,2.898,1,97,0
316640,São Lourenço,31637011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,46.539,46.539,"4.839,94","4.839,94",0,"4.839,94",43.049,"2.440,12",0,3.758,0,3.746,0,881,0
316650,São Miguel do Anta,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.949,3.758,"227,8",0,"227,8","227,8",,,,533,0,513,0,148,1
316660,São Pedro da União,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.563,2.710,"210,56","185,05","25,51","210,56",,,,4.115,0,4.075,0,415,0
316680,São Pedro do Suaçuí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.160,2.271,"173,9","149,21","24,69","173,9",,,,4.140,1,4.137,1,335,0
316670,São Pedro dos Ferros,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.634,5.068,"408,39","408,39",0,"408,39",,,,2.682,0,2.682,0,130,0
316690,São Romão,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,12.713,5.641,"318,08","159,04","159,04","318,08",2.132,"74,52","74,52",4.041,0,4.037,9,157,0
316695,São Roque de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,7.100,4.119,"355,99",178,"177,99","355,99",3.773,"203,73","199,97",7.968,0,7.954,0,144,0
316710,São Sebastião da Vargem Alegre,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.039,1.722,"135,99",0,"135,99","135,99",,,,483,0,493,0,126,2
316720,São Sebastião do Anta,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.697,4.067,"190,24","190,24",0,"190,24",,,,2.922,0,2.922,0,95,0
316555,São Sebastião do Maranhão,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,9.884,2.860,"146,02","146,02",0,"146,02",1.995,"73,85",0,3.760,0,3.758,0,191,0
316730,São Sebastião do Oeste,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.948,3.686,"394,32",0,"394,32","394,32",,,,383,0,380,0,159,0
316740,São Sebastião do Paraíso,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,71.915,63.331,"5.023,92","4.942,97","80,95","5.023,92",60.621,"2.766,16","2.766,16",5.522,0,5.420,2,1.020,0
316750,São Sebastião do Rio Preto,31648011,Prefeitura Municipal de São Sebastião do Rio Preto,PMSSRP,Local,Administração pública direta,Água,1.478,820,"43,8",0,"43,8",0,,,,4,0,48,2,48,2
316760,São Sebastião do Rio Verde,31649011,Prefeitura Municipal de São Sebastião do Rio Verde,PMSSRV,Local,Administração pública direta,Água e Esgoto,2.259,2.259,150,150,0,0,2.259,130,81,4.158,1,7.462,2,72,0
316770,São Thomé das Letras,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.151,4.118,"305,73","291,76","13,97","305,73",,,,6.913,0,6.908,0,226,0
316780,São Tiago,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,10.979,8.270,"563,23","563,23",0,"563,23",5.648,"231,75",229,8.459,0,8.440,0,374,0
316790,São Tomás de Aquino,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.980,5.146,"417,93",0,"417,93","417,93",,,,880,0,862,1,154,0
316800,São Vicente de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.876,6.028,"444,48","444,48",0,"444,48",,,,3.627,0,3.620,2,210,0
316805,Sapucaí-Mirim,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,7.045,4.152,"268,93","268,93",0,"268,93",3.624,"148,34",0,6.968,0,6.868,145,114,4
316810,Sardoá,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.421,2.213,"132,5",0,"132,5","132,5",,,,410,0,375,0,122,0
