cod_munip,nome_munip,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,amostra_turbidez_irregular,amostra_coliformes,amostra_coliformes_irregular,,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico
312590,Ferros,9576,,,,,,1906,67.50,0.00,,,,,,,,31259011,Prefeitura Municipal de Ferros,PMF,Local,Administração pública direta,Esgoto
312595,Fervedouro,11100,5110,618.00,618.00,0.00,618.00,5110,300.00,0.00,11250,9,11250,6,422,3,,31259511,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
312600,Florestal,7602,6124,550.27,550.27,0.00,550.27,,,,4574,2,4573,2,171,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312600,Florestal,7602,,,,,,5100,210.00,0.00,,,,,,,,31260011,Prefeitura Municipal de Florestal,PMF,Local,Administração pública direta,Esgoto
312610,Formiga,67956,66597,6746.32,5446.32,1280.00,5446.32,62347,3665.08,0.00,5394,82,5392,10,1347,27,,31261011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
312620,Formoso,9810,5880,305.71,161.34,144.37,305.71,,,,2815,0,2818,0,291,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312630,Fortaleza de Minas,4460,2994,199.91,199.91,0.00,199.91,,,,2556,0,2543,0,140,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312630,Fortaleza de Minas,4460,,,,,,3211,205.10,0.00,,,,,,,,31263011,Prefeitura Municipal de Fortaleza de Minas,PMFM,Local,Administração pública direta,Esgoto
312650,Francisco Badaró,10311,4272,212.30,205.26,7.04,189.02,,,,4875,1,4876,307,454,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
312650,Francisco Badaró,10311,,,,,,1550,60.00,60.00,,,,,,,,31265011,Prefeitura Municipal de Francisco Badaró,PMFB,Local,Administração pública direta,Esgoto
312660,Francisco Dumont,5268,3318,212.15,141.43,70.72,212.15,1337,46.03,38.88,6794,0,6794,0,147,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312670,Francisco Sá,26459,15922,714.30,549.46,164.84,0.00,13970,457.15,457.15,4380,0,4380,0,289,0,,31267011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
312675,Franciscópolis,5287,2345,118.06,118.06,0.00,118.06,,,,2297,1,2290,0,109,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312675,Franciscópolis,5287,,,,,,2186,199.00,0.00,,,,,,,,31267511,Prefeitura Municipal de Franciscópolis,PMF,Local,Administração pública direta,Esgoto
312680,Frei Gaspar,5858,2580,173.60,0.00,173.60,0.00,2407,97.14,0.00,592,2,593,3,587,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
312690,Frei Inocêncio,9716,6548,457.44,457.44,0.00,457.44,,,,3554,0,3539,0,158,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312700,Fronteira,18866,14172,1062.35,1062.35,0.00,1062.35,12971,508.37,0.00,4490,0,4488,0,363,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312705,Fronteira dos Vales,4542,3024,145.03,143.25,0.00,143.00,3024,81.27,81.27,4426,2,4425,0,218,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
312707,Fruta de Leite,5232,1963,148.93,0.00,148.93,148.93,,,,1350,0,596,0,646,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
312710,Frutal,60508,46157,3756.05,3756.05,0.00,3756.05,46903,2334.80,2334.80,5079,1,5061,0,806,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312720,Funilândia,4434,2251,386.34,0.00,386.34,386.34,1275,64.96,55.99,899,2,895,1,257,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312733,Gameleiras,5084,4716,190.00,0.00,0.00,0.00,,,,0,0,0,0,0,0,,31273311,Prefeitura Municipal de Gameleiras,PMG,Local,Administração pública direta,Água
312735,Glaucilândia,3177,1118,78.89,78.89,0.00,78.89,1092,32.58,32.58,504,0,504,0,136,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312737,Goiabeira,3402,2819,150.00,150.00,0.00,0.00,2524,103.20,103.20,4320,0,4320,43,100,0,,31273711,Prefeitura Municipal de Goiabeira,PMG,Local,Administração pública direta,Água e Esgoto
312738,Goianá,4014,3044,320.60,320.60,0.00,320.60,,,,2115,0,2130,14,133,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312738,Goianá,4014,,,,,,3500,557.00,0.00,,,,,,,,31273811,Prefeitura Municipal de Goianá,PMG,Local,Administração pública direta,Esgoto
312740,Gonçalves,4360,1216,150.18,150.18,0.00,150.18,511,43.36,43.36,3076,0,3078,10,164,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312750,Gonzaga,6184,4500,300.00,250.00,0.00,250.00,3800,250.00,0.00,4400,5,270500,60,130,3,,31275011,Prefeitura Municipal de Gonzaga,PMG,Local,Administração pública direta,Água e Esgoto
312760,Gouveia,11811,8499,549.03,549.03,0.00,549.03,,,,4576,0,4573,0,270,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312760,Gouveia,11811,,,,,,8000,860.00,88.00,,,,,,,,31276011,Prefeitura Municipal de Gouveia,PMG,Local,Administração pública direta,Esgoto
312770,Governador Valadares,282164,280301,31855.21,31855.21,0.00,31855.21,273262,13323.32,0.00,2400,0,2400,0,2400,0,,31277011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
312780,Grão Mogol,15943,4601,255.77,255.77,0.00,255.77,2768,85.38,85.38,1862,0,1861,0,133,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312780,Grão Mogol,15943,1065,71.54,71.54,0.00,71.54,,,,3426,0,3431,2,206,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
312790,Grupiara,1386,1054,92.80,0.00,92.80,92.80,,,,329,0,321,0,110,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312800,Guanhães,34818,28113,2166.35,1928.30,238.04,2132.45,28113,1285.00,127.21,8256,32,9603,4,2508,85,,31280011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
312810,Guapé,14269,14269,1005.00,959.50,0.00,0.00,14269,700.00,0.00,9328,7,9328,364,672,0,,31281011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
312820,Guaraciaba,10307,3318,214.25,0.00,214.25,214.25,3053,93.65,0.00,588,0,560,0,126,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312825,Guaraciama,5005,2792,261.28,0.00,261.28,261.28,,,,2074,3,2049,21,159,6,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312830,Guaranésia,19014,16361,1440.73,1440.73,0.00,1440.73,,,,16275,2,16229,5,508,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312830,Guaranésia,19014,,,,,,17891,1125.00,131.00,,,,,,,,31283011,Prefeitura Municipal de Guaranésia,PMG,Local,Administração pública direta,Esgoto
312840,Guarani,8926,7061,1590.00,0.00,1590.00,0.00,7061,1350.00,0.00,20,0,20,0,20,3,,31284011,Serviço Autônomo de Água e Esgoto de Guarani,SAEG,Local,Autarquia,Água e Esgoto
312850,Guarará,3755,2988,226.22,226.22,0.00,226.22,,,,3047,0,3054,4,131,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312860,Guarda-Mor,6558,3505,291.40,145.70,145.70,291.40,3351,168.95,167.96,2293,0,2290,0,110,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312870,Guaxupé,52234,45932,3876.74,3876.74,0.00,3876.74,43637,2123.37,0.00,3990,0,3916,0,730,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312880,Guidoval,7026,4452,400.14,400.14,0.00,400.14,,,,2096,0,2060,0,150,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312880,Guidoval,7026,,,,,,3980,325.00,0.00,,,,,,,,31288011,Prefeitura Municipal de Guidoval,PMG,Local,Administração pública direta,Esgoto
312890,Guimarânia,8168,6266,471.44,471.44,0.00,471.44,6050,267.08,0.00,3686,0,3686,0,159,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312900,Guiricema,8296,3160,257.00,257.00,0.00,257.00,,,,1381,0,1360,163,116,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312900,Guiricema,8296,,,,,,4026,140.00,0.00,,,,,,,,31290011,Prefeitura Municipal de Guiricema,PMG,Local,Administração pública direta,Esgoto
312910,Gurinhatã,5516,2409,228.62,0.00,228.62,228.62,,,,826,0,751,0,249,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312910,Gurinhatã,5516,,,,,,5516,274.60,214.45,,,,,,,,31291011,Prefeitura Municipal de Gurinhatã,PMG,Local,Administração pública direta,Esgoto
312920,Heliodora,6623,4700,329.00,219.33,109.67,329.00,,,,6360,0,6348,0,130,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312920,Heliodora,6623,,,,,,4977,350.00,0.00,,,,,,,,31292011,Prefeitura Municipal de Heliodora,PMH,Local,Administração pública direta,Esgoto
312930,Iapu,11085,7088,454.49,454.49,0.00,454.49,,,,5251,0,5182,0,283,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312930,Iapu,11085,,,,,,7814,413.20,0.00,,,,,,,,31293011,Prefeitura Municipal de Iapu,PMI,Local,Administração pública direta,Esgoto
312940,Ibertioga,4999,3328,222.73,222.73,0.00,222.73,,,,2226,0,2210,0,146,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312940,Ibertioga,4999,,,,,,3832,575.00,575.00,,,,,,,,31294011,Prefeitura Municipal de Ibertioga,PMI,Local,Administração pública direta,Esgoto
312950,Ibiá,25511,23385,1757.66,1757.66,0.00,1718.16,22163,1172.34,0.00,2665,13,2665,28,465,2,,31295011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
312960,Ibiaí,8478,5507,427.71,427.71,0.00,427.71,2180,65.94,65.94,4211,0,4210,1,170,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312965,Ibiracatu,5340,3128,154.25,0.00,154.25,154.25,,,,1644,0,1560,0,539,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312970,Ibiraci,14128,9045,653.04,589.77,63.27,653.04,8567,345.51,0.00,5103,0,5067,0,353,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312980,Ibirité,184030,151870,14218.91,11375.13,2843.78,14218.91,123840,4336.62,2918.59,23641,1,23625,3,1455,16,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
312990,Ibitiúra de Minas,3497,2396,232.72,232.72,0.00,232.72,,,,3818,1,3786,522,113,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
312990,Ibitiúra de Minas,3497,,,,,,2447,115.00,0.00,,,,,,,,31299011,Prefeitura Municipal de Ibitiura de Minas,PMIM,Local,Administração pública direta,Esgoto
313000,Ibituruna,3003,2604,136.98,0.00,0.00,0.00,2604,94.98,0.00,504,11,504,0,240,4,,31300011,Prefeitura Municipal de Ibituruna,PMI,Local,Administração pública direta,Água e Esgoto
313005,Icaraí de Minas,12200,3289,175.41,0.00,175.41,175.41,1457,44.79,44.79,965,0,771,4,263,14,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313010,Igarapé,44561,37003,4187.69,4187.69,0.00,4187.69,18117,947.84,0.00,4951,1,4943,5,582,10,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313020,Igaratinga,11146,6302,357.58,0.00,357.58,357.58,,,,2457,0,2457,1,169,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313020,Igaratinga,11146,,,,,,9120,266.30,9.98,,,,,,,,31302011,Prefeitura Municipal de Igaratinga,PMI,Local,Administração pública direta,Esgoto
313030,Iguatama,7901,7001,1058.50,0.00,1058.50,0.00,5745,299.95,0.00,1499,7,520,8,520,0,,31303012,Serviço Autônomo de Água e Esgoto de Iguatama,SAAE,Local,Autarquia,Água e Esgoto
313040,Ijaci,6667,6667,360.00,0.00,360.00,0.00,6667,350.00,300.00,0,0,0,0,0,0,,31304011,Prefeitura Municipal de Ijaci,PMI,Local,Administração pública direta,Água e Esgoto
313050,Ilicínea,12511,9641,681.21,227.07,454.14,681.21,,,,4569,0,4538,0,256,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313050,Ilicínea,12511,,,,,,12488,290.00,0.00,,,,,,,,31305011,Prefeitura Municipal de Ilicínea,PMI,Local,Administração pública direta,Esgoto
313055,Imbé de Minas,6976,2127,113.57,113.57,0.00,113.57,,,,2057,1,2058,7,97,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313055,Imbé de Minas,6976,,,,,,5500,74.62,0.00,,,,,,,,31305511,Prefeitura Municipal de Imbé de Minas,PMIM,Local,Administração pública direta,Esgoto
313060,Inconfidentes,7387,3917,328.66,328.66,0.00,328.66,,,,7842,2,7838,5,116,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313060,Inconfidentes,7387,,,,,,4000,219.00,0.00,,,,,,,,31306011,Prefeitura Municipal de Inconfidentes,PMI,Local,Administração pública direta,Esgoto
313065,Indaiabira,7328,2778,144.19,0.00,144.19,144.19,1023,32.69,32.69,1480,0,1479,0,266,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313070,Indianópolis,7009,4460,319.23,159.62,159.61,319.23,,,,3632,3,3631,2,152,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313070,Indianópolis,7009,,,,,,4530,254.00,0.00,,,,,,,,31307011,Prefeitura Municipal de Indianópolis,PMI,Local,Administração pública direta,Esgoto
313080,Ingaí,2785,1610,123.90,123.90,0.00,123.90,,,,2774,0,2766,0,151,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313080,Ingaí,2785,,,,,,1721,200.00,0.00,,,,,,,,31308011,Prefeitura Municipal de Ingaí,PMI,Local,Administração pública direta,Esgoto
313090,Inhapim,24020,11013,798.38,798.38,0.00,798.38,6698,267.65,0.00,3157,28,3157,73,329,16,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313100,Inhaúma,6352,6352,720.00,0.00,720.00,0.00,1536,87.34,87.34,900,0,84,3,60,12,,31310011,Prefeitura Municipal de Inhauma,PMI,Local,Administração pública direta,Água e Esgoto
313110,Inimutaba,7605,5230,457.37,0.00,457.37,457.37,,,,669,0,669,1,181,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313115,Ipaba,18926,14019,857.64,797.40,60.24,857.64,,,,3371,40,3287,48,410,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313115,Ipaba,18926,,,,,,17008,597.20,0.00,,,,,,,,31311511,Prefeitura Municipal de Ipaba,PMI,Local,Administração pública direta,Esgoto
313120,Ipanema,20133,15734,1513.00,1513.00,0.00,1513.00,15419,973.00,0.00,4745,0,4745,0,276,0,,31312011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
313130,Ipatinga,267333,227331,19589.59,19589.59,0.00,19589.59,246483,9091.08,9091.08,3412,0,3141,3,2010,6,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313150,Ipuiúna,10156,7248,428.05,214.03,214.02,428.05,5562,218.97,0.00,4261,1,4246,4,293,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313160,Iraí de Minas,7067,5147,434.27,144.76,289.51,434.27,,,,3947,0,4010,1,173,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313160,Iraí de Minas,7067,,,,,,7067,912.00,900.00,,,,,,,,31316011,Prefeitura Municipal de Iraí de Minas,PMIM,Local,Administração pública direta,Esgoto
313170,Itabira,121717,117945,9187.21,5505.81,3681.40,30.37,112293,5245.34,3198.10,26879,211,19560,3734,3248,27,,31317011,Serviço Autônomo de Água e Esgoto de Itabira,SAAE-Itabira,Local,Autarquia,Água e Esgoto
